StructureName,ElementRange,SizeRange,InsertAverage,SearchAverage,DeleteAverage
ArrayList,130,1000,1246,1668,1361
ArrayList,131,1000,1235,1569,1298
ArrayList,132,1000,1248,1640,1373
ArrayList,133,1000,1249,1590,1305
ArrayList,134,1000,1256,1609,1322
ArrayList,135,1000,1241,1579,1310
ArrayList,136,1000,1233,1640,1307
ArrayList,137,1000,1240,1604,1316
ArrayList,138,1000,1257,1633,1314
ArrayList,139,1000,1244,1570,1311
ArrayList,140,1000,1250,1587,1300
ArrayList,141,1000,1254,1634,1317
ArrayList,142,1000,1270,1599,1328
ArrayList,143,1000,1257,1634,1319
ArrayList,144,1000,1245,1601,1304
ArrayList,145,1000,1255,1609,1316
ArrayList,146,1000,82103,1627,1312
ArrayList,147,1000,1245,1668,1319
ArrayList,148,1000,1240,1599,1307
ArrayList,149,1000,1247,1618,1305
ArrayList,150,1000,1292,1653,1322
ArrayList,151,1000,1249,1654,1311
ArrayList,152,1000,1258,1644,1326
ArrayList,153,1000,1250,1682,1328
ArrayList,154,1000,1254,1691,1317
ArrayList,155,1000,1246,1623,1307
ArrayList,156,1000,1235,1757,1309
ArrayList,157,1000,1242,1608,1314
ArrayList,158,1000,1251,1651,1320
ArrayList,159,1000,1247,1654,1313
ArrayList,160,1000,1242,1665,1323
ArrayList,161,1000,1251,1643,1316
ArrayList,162,1000,1250,1645,1316
ArrayList,163,1000,1609,1717,1310
ArrayList,164,1000,1259,1637,1323
ArrayList,165,1000,1232,1705,1431
ArrayList,166,1000,1244,1649,1312
ArrayList,167,1000,1248,1663,1320
ArrayList,168,1000,84428,1665,1330
ArrayList,169,1000,1252,1678,1336
ArrayList,170,1000,1240,1650,1345
ArrayList,171,1000,1247,1670,1329
ArrayList,172,1000,1253,1696,1329
ArrayList,173,1000,1255,1674,1333
ArrayList,174,1000,1248,1720,1334
ArrayList,175,1000,1255,1680,1327
ArrayList,176,1000,1248,1727,1328
ArrayList,177,1000,1240,1673,1318
ArrayList,178,1000,41524,1694,1332
ArrayList,179,1000,1244,1696,1320
ArrayList,180,1000,1248,1671,1334
ArrayList,181,1000,1249,1715,1327
ArrayList,182,1000,1245,1689,1326
ArrayList,183,1000,1260,1723,1338
ArrayList,184,1000,1476,1701,1324
ArrayList,185,1000,1745,1705,1333
ArrayList,186,1000,1243,1743,1330
ArrayList,187,1000,1250,28048,1325
ArrayList,188,1000,1245,1689,1445
ArrayList,189,1000,1248,1707,1324
ArrayList,190,1000,1252,1724,1367
ArrayList,191,1000,1248,1706,1327
ArrayList,192,1000,1250,1703,1323
ArrayList,193,1000,1251,1743,1325
ArrayList,194,1000,1247,1733,1333
ArrayList,195,1000,1256,1756,41604
ArrayList,196,1000,1247,1728,1364
ArrayList,197,1000,1234,1775,1329
ArrayList,198,1000,1250,1728,1333
ArrayList,199,1000,1244,1740,1333
ArrayList,200,1000,1248,1729,1330
ArrayList,201,1000,1253,1723,1341
ArrayList,202,1000,1249,1756,1330
ArrayList,203,1000,1261,1757,1345
ArrayList,204,1000,1247,1752,1330
ArrayList,205,1000,1251,1745,1333
ArrayList,206,1000,1237,1794,1320
ArrayList,207,1000,1246,1747,1326
ArrayList,208,1000,1241,1723,1334
ArrayList,209,1000,1242,1751,1328
ArrayList,210,1000,1240,2041,1328
ArrayList,211,1000,1259,1761,1349
ArrayList,212,1000,1258,1899,1343
ArrayList,213,1000,1254,1796,1340
ArrayList,214,1000,1248,1753,1327
ArrayList,215,1000,1260,1798,1333
ArrayList,216,1000,1248,1958,1327
ArrayList,217,1000,1291,1778,1334
ArrayList,218,1000,1243,1823,1330
ArrayList,219,1000,1261,1804,1330
ArrayList,220,1000,1242,1776,1338
ArrayList,221,1000,1246,1777,1338
ArrayList,222,1000,1258,1772,1337
ArrayList,223,1000,1252,1772,1331
ArrayList,224,1000,1246,1781,1329
ArrayList,225,1000,2290,1792,1330
ArrayList,226,1000,1248,1795,1333
ArrayList,227,1000,1264,1787,1334
ArrayList,228,1000,1254,1836,1335
ArrayList,229,1000,1252,1825,1338
ArrayList,230,1000,1255,1822,1341
ArrayList,231,1000,1254,1786,1337
ArrayList,232,1000,1280,1823,1345
ArrayList,233,1000,1619,1823,1334
ArrayList,234,1000,1246,1819,1337
ArrayList,235,1000,1258,1818,1345
ArrayList,236,1000,1254,1820,1349
ArrayList,237,1000,1254,1845,1339
ArrayList,238,1000,1255,1812,1344
ArrayList,239,1000,1257,1812,1343
ArrayList,240,1000,1260,1840,1345
ArrayList,241,1000,1259,1816,1354
ArrayList,242,1000,1255,82075,1336
ArrayList,243,1000,1249,1868,1344
ArrayList,244,1000,1763,1838,1333
ArrayList,245,1000,1255,1783,1373
ArrayList,246,1000,1242,1844,1349
ArrayList,247,1000,1244,1807,1340
ArrayList,248,1000,1246,1850,1336
ArrayList,249,1000,1251,1873,1360
ArrayList,250,1000,1247,1881,1345
ArrayList,251,1000,1248,1833,1336
ArrayList,252,1000,1258,1810,1352
ArrayList,253,1000,1253,1828,1353
ArrayList,254,1000,1257,1848,1350
ArrayList,255,1000,1256,1867,1355
ArrayList,256,1000,1255,1851,1314
ArrayList,257,1000,1252,1863,1336
ArrayList,258,1000,1251,1857,1346
ArrayList,259,1000,1245,1867,1340
ArrayList,260,1000,1242,1895,1348
ArrayList,261,1000,78737,1853,1350
ArrayList,262,1000,1248,1876,1357
ArrayList,263,1000,1251,1853,1343
ArrayList,264,1000,1256,34549,1342
ArrayList,265,1000,1240,1849,1347
ArrayList,266,1000,1258,1857,1349
ArrayList,267,1000,1259,1880,1362
ArrayList,268,1000,1253,2075,1360
ArrayList,269,1000,1252,1912,1351
ArrayList,270,1000,1244,1856,1488
ArrayList,271,1000,1237,1912,1347
ArrayList,272,1000,1249,1860,1351
ArrayList,273,1000,1291,1884,1497
ArrayList,274,1000,1256,1859,1359
ArrayList,275,1000,1248,1861,1344
ArrayList,276,1000,1250,1879,29234
ArrayList,277,1000,1239,1836,1352
ArrayList,278,1000,1244,1905,1353
ArrayList,279,1000,1261,42021,1351
ArrayList,280,1000,1256,1875,1352
ArrayList,281,1000,1248,1895,1349
ArrayList,282,1000,1238,2007,1357
ArrayList,283,1000,1240,1949,1371
ArrayList,284,1000,1242,1942,1350
ArrayList,285,1000,1258,1900,1353
ArrayList,286,1000,1252,1943,1359
ArrayList,287,1000,1236,62107,1346
ArrayList,288,1000,1251,1945,1364
ArrayList,289,1000,1259,1949,1355
ArrayList,290,1000,1249,1920,1349
ArrayList,291,1000,1247,1962,1353
ArrayList,292,1000,1270,1929,1348
ArrayList,293,1000,1251,1958,1349
ArrayList,294,1000,1258,1945,45139
ArrayList,295,1000,1258,1908,1356
ArrayList,296,1000,1238,1963,1356
ArrayList,297,1000,1262,1967,1360
ArrayList,298,1000,1254,1934,1344
ArrayList,299,1000,1259,2007,1359
ArrayList,300,1000,1262,1981,1346
ArrayList,301,1000,1262,1974,1361
ArrayList,302,1000,1240,1967,1352
ArrayList,303,1000,1253,2032,1359
ArrayList,304,1000,1249,1960,1350
ArrayList,305,1000,1265,1967,1356
ArrayList,306,1000,1260,1962,1357
ArrayList,307,1000,1245,1992,1360
ArrayList,308,1000,1241,1957,1365
ArrayList,309,1000,1253,1982,1367
ArrayList,310,1000,1247,1950,1370
ArrayList,311,1000,1261,2390,1357
ArrayList,312,1000,1254,1969,1360
ArrayList,313,1000,1253,1967,1350
ArrayList,314,1000,1243,1986,1359
ArrayList,315,1000,1256,1997,1359
ArrayList,316,1000,1250,1970,1370
ArrayList,317,1000,1258,1946,1363
ArrayList,318,1000,1267,2050,1378
ArrayList,319,1000,1255,1969,1361
ArrayList,320,1000,1255,2112,1364
ArrayList,321,1000,1257,2024,1363
ArrayList,322,1000,1252,1958,1361
ArrayList,323,1000,1249,1956,1362
ArrayList,324,1000,1252,1989,1354
ArrayList,325,1000,1252,2040,1362
ArrayList,326,1000,1253,2048,1362
ArrayList,327,1000,1256,1991,1366
ArrayList,328,1000,1257,1972,1449
ArrayList,329,1000,1244,2000,1358
ArrayList,330,1000,1255,1991,1368
ArrayList,331,1000,1254,2031,1369
ArrayList,332,1000,1249,2067,1354
ArrayList,333,1000,1255,2068,1367
ArrayList,334,1000,1389,1955,1362
ArrayList,335,1000,1244,2080,1360
ArrayList,336,1000,1258,2103,1364
ArrayList,337,1000,1265,2083,1370
ArrayList,338,1000,1248,1998,1370
ArrayList,339,1000,1234,2089,1381
ArrayList,340,1000,1264,2080,1376
ArrayList,341,1000,1235,2269,1358
ArrayList,342,1000,1255,2071,1366
ArrayList,343,1000,1251,2015,74027
ArrayList,344,1000,1348,42275,1362
ArrayList,345,1000,1258,2035,1365
ArrayList,346,1000,1248,2022,1365
ArrayList,347,1000,1243,2018,1358
ArrayList,348,1000,1246,2005,1363
ArrayList,349,1000,1237,74882,1366
ArrayList,350,1000,1245,2016,1364
ArrayList,351,1000,1251,2102,1363
ArrayList,352,1000,1288,2079,1373
ArrayList,353,1000,1261,2148,1376
ArrayList,354,1000,1251,2046,1382
ArrayList,355,1000,1246,2058,1927
ArrayList,356,1000,1246,2052,1502
ArrayList,357,1000,1395,2040,1374
ArrayList,358,1000,1251,2078,1375
ArrayList,359,1000,1261,2068,1371
ArrayList,360,1000,1249,2073,1377
ArrayList,361,1000,1242,2119,1366
ArrayList,362,1000,1253,2013,1367
ArrayList,363,1000,1255,2089,1491
ArrayList,364,1000,1256,19646,1378
ArrayList,365,1000,1254,2097,1387
ArrayList,366,1000,2094,2133,1391
ArrayList,367,1000,1246,2070,1383
ArrayList,368,1000,1251,2126,1375
ArrayList,369,1000,1243,2071,1389
ArrayList,370,1000,1249,2135,1387
ArrayList,371,1000,1246,41849,1388
ArrayList,372,1000,1258,2176,1380
ArrayList,373,1000,1237,3484,1360
ArrayList,374,1000,1538,2107,1376
ArrayList,375,1000,1242,2107,1367
ArrayList,376,1000,1248,2104,1393
ArrayList,377,1000,1261,2167,1380
ArrayList,378,1000,1247,2381,1378
ArrayList,379,1000,41515,2122,1372
ArrayList,380,1000,1256,2150,1541
ArrayList,381,1000,1261,2128,1360
ArrayList,382,1000,1278,2072,1384
ArrayList,383,1000,1250,2220,1535
ArrayList,384,1000,1260,2152,1375
ArrayList,385,1000,1252,2154,1378
ArrayList,386,1000,1259,2113,1371
ArrayList,387,1000,1259,2177,1393
ArrayList,388,1000,1252,2158,1365
ArrayList,389,1000,1253,2090,1368
ArrayList,390,1000,1264,2098,1369
ArrayList,391,1000,1257,2179,1373
ArrayList,392,1000,1244,2155,1372
ArrayList,393,1000,1258,2132,1376
ArrayList,394,1000,1260,2175,1388
ArrayList,395,1000,1259,2147,41616
ArrayList,396,1000,59535,2186,1381
ArrayList,397,1000,1256,2222,1392
ArrayList,398,1000,1264,2142,1391
ArrayList,399,1000,1245,2268,1374
ArrayList,400,1000,1252,2220,1394
ArrayList,401,1000,1263,2124,1412
ArrayList,402,1000,1242,2152,1380
ArrayList,403,1000,1247,2203,1389
ArrayList,404,1000,1255,2146,1437
ArrayList,405,1000,1234,2150,1384
ArrayList,406,1000,1261,2155,1399
ArrayList,407,1000,1252,2156,1401
ArrayList,408,1000,1263,2253,1390
ArrayList,409,1000,1247,2181,1379
ArrayList,410,1000,1254,2219,1396
ArrayList,411,1000,1314,2132,35221
ArrayList,412,1000,1262,2517,1386
ArrayList,413,1000,1258,2179,1390
ArrayList,414,1000,1251,2275,1391
ArrayList,415,1000,1241,2169,1379
ArrayList,416,1000,1244,30881,1391
ArrayList,417,1000,1251,2186,1386
ArrayList,418,1000,1249,2220,1388
ArrayList,419,1000,1248,2234,1387
ArrayList,420,1000,1236,2196,1377
ArrayList,421,1000,1248,2150,1378
ArrayList,422,1000,1268,2212,1436
ArrayList,423,1000,1260,2235,1394
ArrayList,424,1000,1242,2199,1383
ArrayList,425,1000,1257,2253,1383
ArrayList,426,1000,1264,2285,1397
ArrayList,427,1000,41355,2298,1403
ArrayList,428,1000,1245,2240,1398
ArrayList,429,1000,1267,2216,1385
ArrayList,430,1000,1260,2288,1397
ArrayList,431,1000,1249,2213,1405
ArrayList,432,1000,1257,2232,1403
ArrayList,433,1000,1390,2257,1388
ArrayList,434,1000,1260,2229,1401
ArrayList,435,1000,1271,2226,1385
ArrayList,436,1000,1242,2255,1396
ArrayList,437,1000,1259,2237,1401
ArrayList,438,1000,1264,2211,1402
ArrayList,439,1000,1251,2216,1382
ArrayList,440,1000,1258,2256,1403
ArrayList,441,1000,2014,2207,1403
ArrayList,442,1000,1262,2236,1392
ArrayList,443,1000,1265,2279,1415
ArrayList,444,1000,1419,2105,1395
ArrayList,445,1000,1254,2186,1394
ArrayList,446,1000,1245,2212,1412
ArrayList,447,1000,1241,2246,1398
ArrayList,448,1000,1265,2209,1388
ArrayList,449,1000,1256,42562,1418
ArrayList,450,1000,1249,2252,1397
ArrayList,451,1000,1252,2307,1399
ArrayList,452,1000,1246,2225,1394
ArrayList,453,1000,1261,2261,1380
ArrayList,454,1000,1257,2280,1402
ArrayList,455,1000,1257,2266,1396
ArrayList,456,1000,1269,2325,1406
ArrayList,457,1000,1263,2308,1388
ArrayList,458,1000,1264,2206,1404
ArrayList,459,1000,1267,2374,1398
ArrayList,460,1000,1264,2306,1413
ArrayList,461,1000,1256,2276,57227
ArrayList,462,1000,1262,2332,1432
ArrayList,463,1000,1253,2230,1383
ArrayList,464,1000,1246,2167,1602
ArrayList,465,1000,1242,2310,1403
ArrayList,466,1000,40837,2312,1393
ArrayList,467,1000,1255,2329,41479
ArrayList,468,1000,1259,2194,1396
ArrayList,469,1000,1246,2284,1406
ArrayList,470,1000,1251,2361,1396
ArrayList,471,1000,1262,2283,1409
ArrayList,472,1000,1259,2350,1400
ArrayList,473,1000,1258,2265,1410
ArrayList,474,1000,1250,2215,1409
ArrayList,475,1000,1256,2362,1408
ArrayList,476,1000,1256,2282,1411
ArrayList,477,1000,1245,2242,1390
ArrayList,478,1000,1242,2301,1396
ArrayList,479,1000,1246,2279,71865
ArrayList,480,1000,1264,2298,1418
ArrayList,481,1000,1257,2296,1398
ArrayList,482,1000,1264,2260,1419
ArrayList,483,1000,1259,2359,1397
ArrayList,484,1000,1256,2235,1407
ArrayList,485,1000,1250,2345,1397
ArrayList,486,1000,1393,2310,1394
ArrayList,487,1000,1252,2447,1406
ArrayList,488,1000,1247,2260,1816
ArrayList,489,1000,1241,2188,1411
ArrayList,490,1000,1255,2358,1398
ArrayList,491,1000,1269,2299,1419
ArrayList,492,1000,1268,2371,1415
ArrayList,493,1000,1259,2348,1411
ArrayList,494,1000,1263,2316,1409
ArrayList,495,1000,1265,2303,1416
ArrayList,496,1000,1301,2312,1411
ArrayList,497,1000,1278,2314,47679
ArrayList,498,1000,1259,2306,1424
ArrayList,499,1000,1243,2298,1407
ArrayList,500,1000,1241,2402,1402
ArrayList,501,1000,1260,2299,1404
ArrayList,502,1000,1255,2331,1665
ArrayList,503,1000,1262,2319,1410
ArrayList,504,1000,1256,64505,1422
ArrayList,505,1000,1249,2313,1442
ArrayList,506,1000,1252,2302,1405
ArrayList,507,1000,1253,2354,1424
ArrayList,508,1000,1250,2303,1399
ArrayList,509,1000,1256,2353,1410
ArrayList,510,1000,1272,2263,1436
ArrayList,511,1000,1245,2343,1424
ArrayList,512,1000,1237,2339,1381
ArrayList,513,1000,1246,2366,1410
ArrayList,514,1000,1292,2404,1674
ArrayList,515,1000,1240,2409,1412
ArrayList,516,1000,1246,2352,1426
ArrayList,517,1000,1239,2207,1420
ArrayList,518,1000,1260,2461,1420
ArrayList,519,1000,1252,2350,1411
ArrayList,520,1000,1264,2381,1419
ArrayList,521,1000,1256,2350,1407
ArrayList,522,1000,1241,2371,1423
ArrayList,523,1000,1243,2483,1438
ArrayList,524,1000,1257,2387,1425
ArrayList,525,1000,1380,2314,1426
ArrayList,526,1000,1264,2403,1404
ArrayList,527,1000,1253,2405,1412
ArrayList,528,1000,1261,2449,1416
ArrayList,529,1000,1258,2470,1412
ArrayList,530,1000,1252,2463,1417
ArrayList,531,1000,1252,2434,1419
ArrayList,532,1000,1253,2489,1947
ArrayList,533,1000,1246,2351,1408
ArrayList,534,1000,1246,2452,1432
ArrayList,535,1000,1256,2466,1604
ArrayList,536,1000,1264,2389,1435
ArrayList,537,1000,1273,2423,1429
ArrayList,538,1000,1246,2377,1409
ArrayList,539,1000,1258,2400,1431
ArrayList,540,1000,1264,2399,1399
ArrayList,541,1000,1264,2454,1429
ArrayList,542,1000,1252,2419,1423
ArrayList,543,1000,1250,2364,1426
ArrayList,544,1000,1249,2486,1415
ArrayList,545,1000,1264,2363,1440
ArrayList,546,1000,1258,2377,1426
ArrayList,547,1000,1254,2512,1420
ArrayList,548,1000,1243,2401,1411
ArrayList,549,1000,2320,2442,1435
ArrayList,550,1000,1247,2570,1430
ArrayList,551,1000,1268,2513,1441
ArrayList,552,1000,1273,2390,1406
ArrayList,553,1000,1261,2490,1409
ArrayList,554,1000,1241,2485,1419
ArrayList,555,1000,1253,2471,1412
ArrayList,556,1000,1244,2420,1423
ArrayList,557,1000,1240,2288,1422
ArrayList,558,1000,1269,2531,1481
ArrayList,559,1000,1262,2435,1424
ArrayList,560,1000,1256,2515,1435
ArrayList,561,1000,1259,2606,1428
ArrayList,562,1000,1252,2459,1431
ArrayList,563,1000,1270,2463,1427
ArrayList,564,1000,1283,2402,41614
ArrayList,565,1000,1256,2499,1447
ArrayList,566,1000,1244,2473,1420
ArrayList,567,1000,1256,2551,1460
ArrayList,568,1000,1250,2479,1431
ArrayList,569,1000,1289,2444,1410
ArrayList,570,1000,1246,2596,1449
ArrayList,571,1000,1259,2495,1446
ArrayList,572,1000,22817,2472,1427
ArrayList,573,1000,36140,2687,1450
ArrayList,574,1000,1262,2563,1433
ArrayList,575,1000,1254,2490,1439
ArrayList,576,1000,1248,2511,1419
ArrayList,577,1000,1264,2518,1435
ArrayList,578,1000,1258,2538,1422
ArrayList,579,1000,1263,2528,1439
ArrayList,580,1000,1264,2528,1442
ArrayList,581,1000,1269,2609,1435
ArrayList,582,1000,1239,67019,1414
ArrayList,583,1000,1247,2508,1462
ArrayList,584,1000,1263,2435,1440
ArrayList,585,1000,1255,2416,1417
ArrayList,586,1000,1393,2532,1437
ArrayList,587,1000,1273,2484,1423
ArrayList,588,1000,1245,2475,1435
ArrayList,589,1000,31660,2438,1423
ArrayList,590,1000,1245,2417,1438
ArrayList,591,1000,1244,2519,1430
ArrayList,592,1000,1253,2466,1430
ArrayList,593,1000,1266,2557,1437
ArrayList,594,1000,1297,2587,1461
ArrayList,595,1000,1268,2510,1432
ArrayList,596,1000,1272,3103,1438
ArrayList,597,1000,41506,2476,1449
ArrayList,598,1000,1284,2565,1438
ArrayList,599,1000,1257,2392,1430
ArrayList,600,1000,1260,2682,1435
ArrayList,601,1000,1261,42407,1433
ArrayList,602,1000,1315,2508,1446
ArrayList,603,1000,1239,2637,1437
ArrayList,604,1000,1240,2590,1432
ArrayList,605,1000,1271,2617,1441
ArrayList,606,1000,1264,2534,1443
ArrayList,607,1000,1259,2545,1434
ArrayList,608,1000,1251,2623,1447
ArrayList,609,1000,1262,2629,1421
ArrayList,610,1000,1253,82696,1432
ArrayList,611,1000,1264,2444,1460
ArrayList,612,1000,1268,2515,1429
ArrayList,613,1000,1266,2577,1450
ArrayList,614,1000,1253,2581,1444
ArrayList,615,1000,1256,2526,1437
ArrayList,616,1000,1260,2732,1419
ArrayList,617,1000,1258,2501,1468
ArrayList,618,1000,1292,2608,1459
ArrayList,619,1000,1250,2554,1452
ArrayList,620,1000,1261,2440,1442
ArrayList,621,1000,1263,2539,1450
ArrayList,622,1000,1248,2467,1447
ArrayList,623,1000,1264,2532,1434
ArrayList,624,1000,1245,43611,1438
ArrayList,625,1000,1264,2524,1448
ArrayList,626,1000,1260,2570,1449
ArrayList,627,1000,1270,2631,1428
ArrayList,628,1000,1254,2445,1441
ArrayList,629,1000,1264,2595,1620
ArrayList,630,1000,1262,2479,1464
ArrayList,631,1000,1259,2540,1428
ArrayList,632,1000,1279,2482,1442
ArrayList,633,1000,1244,2494,1442
ArrayList,634,1000,1240,2502,1432
ArrayList,635,1000,1269,2582,1433
ArrayList,636,1000,1259,2510,1440
ArrayList,637,1000,1261,2524,1431
ArrayList,638,1000,1262,2620,1448
ArrayList,639,1000,1260,2510,1436
ArrayList,640,1000,1264,2621,1445
ArrayList,641,1000,1240,2444,1436
ArrayList,642,1000,1275,2580,1455
ArrayList,643,1000,1251,2515,1431
ArrayList,644,1000,1254,2540,1443
ArrayList,645,1000,1245,2594,1424
ArrayList,646,1000,75407,2599,1434
ArrayList,647,1000,1269,2464,1754
ArrayList,648,1000,1243,2720,1437
ArrayList,649,1000,1242,2480,1509
ArrayList,650,1000,1259,2477,1443
ArrayList,651,1000,1257,2571,1435
ArrayList,652,1000,1266,2556,1460
ArrayList,653,1000,1265,2589,1455
ArrayList,654,1000,1252,2489,1466
ArrayList,655,1000,1384,2582,1456
ArrayList,656,1000,1273,2576,1435
ArrayList,657,1000,1263,2686,1448
ArrayList,658,1000,1260,2543,1437
ArrayList,659,1000,1270,2424,1443
ArrayList,660,1000,1356,2503,1453
ArrayList,661,1000,1261,2632,1454
ArrayList,662,1000,1260,2786,1434
ArrayList,663,1000,1255,2540,1471
ArrayList,664,1000,1244,2586,1437
ArrayList,665,1000,1253,3153,1468
ArrayList,666,1000,1259,2501,1441
ArrayList,667,1000,1262,44317,1453
ArrayList,668,1000,1265,2630,1450
ArrayList,669,1000,1273,2594,1448
ArrayList,670,1000,1268,2644,1676
ArrayList,671,1000,1256,2539,1460
ArrayList,672,1000,1256,2462,1437
ArrayList,673,1000,1270,2745,1541
ArrayList,674,1000,1262,2656,1463
ArrayList,675,1000,1267,2643,1455
ArrayList,676,1000,1260,2617,1474
ArrayList,677,1000,1259,42777,1446
ArrayList,678,1000,1262,2455,1437
ArrayList,679,1000,1262,2657,1450
ArrayList,680,1000,1272,2646,1472
ArrayList,681,1000,1261,2669,1462
ArrayList,682,1000,1253,2528,1634
ArrayList,683,1000,1266,2531,1462
ArrayList,684,1000,1254,2639,1473
ArrayList,685,1000,1256,2478,1455
ArrayList,686,1000,1267,2584,1462
ArrayList,687,1000,1235,33954,1451
ArrayList,688,1000,1268,2547,1461
ArrayList,689,1000,1256,2550,1476
ArrayList,690,1000,1259,16663,1469
ArrayList,691,1000,1244,2636,1456
ArrayList,692,1000,1267,2675,1476
ArrayList,693,1000,1262,2521,1456
ArrayList,694,1000,1242,2576,1445
ArrayList,695,1000,1255,2573,1465
ArrayList,696,1000,1262,2674,1456
