StructureName,ElementRange,SizeRange,InsertAverage,SearchAverage,DeleteAverage
TreeSet,141,1000,267441,3542,46989
TreeSet,142,1000,235791,72601,4323
TreeSet,143,1000,248709,56900,4197
TreeSet,144,1000,207934,3770,4491
TreeSet,145,1000,250545,3499,4404
TreeSet,146,1000,466863,3805,4599
TreeSet,147,1000,276854,3725,2741
TreeSet,148,1000,253705,3538,2350
TreeSet,149,1000,270818,3734,2427
TreeSet,150,1000,271942,3988,2839
TreeSet,151,1000,217700,3731,2416
TreeSet,152,1000,285836,3861,2392
TreeSet,153,1000,245916,3869,2332
TreeSet,154,1000,238823,3877,2538
TreeSet,155,1000,267353,59177,2319
TreeSet,156,1000,204943,3081,2180
TreeSet,157,1000,286913,3062,2449
TreeSet,158,1000,247927,3038,2363
TreeSet,159,1000,281149,3025,2591
TreeSet,160,1000,310922,3191,2864
TreeSet,161,1000,321845,3100,2146
TreeSet,162,1000,208437,3208,42473
TreeSet,163,1000,250146,3118,2286
TreeSet,164,1000,298152,3030,2312
TreeSet,165,1000,602043,3425,2634
TreeSet,166,1000,284489,3197,2298
TreeSet,167,1000,282461,3190,2398
TreeSet,168,1000,220207,3151,2349
TreeSet,169,1000,250522,3157,2206
TreeSet,170,1000,209681,3097,2129
TreeSet,171,1000,263736,3198,2466
TreeSet,172,1000,242862,3131,2368
TreeSet,173,1000,246395,3076,2256
TreeSet,174,1000,279557,3153,2428
TreeSet,175,1000,301576,3329,2130
TreeSet,176,1000,255185,3302,2487
TreeSet,177,1000,261018,3236,2307
TreeSet,178,1000,337115,3429,2497
TreeSet,179,1000,312723,3471,2485
TreeSet,180,1000,312111,3528,2781
TreeSet,181,1000,217782,3331,2561
TreeSet,182,1000,327575,3357,2413
TreeSet,183,1000,275080,3469,2173
TreeSet,184,1000,274631,3437,2424
TreeSet,185,1000,287342,3574,2215
TreeSet,186,1000,284922,3394,2286
TreeSet,187,1000,307378,3396,2258
TreeSet,188,1000,300651,3493,2338
TreeSet,189,1000,229922,3799,2424
TreeSet,190,1000,656902,3520,2456
TreeSet,191,1000,307419,3493,2358
TreeSet,192,1000,318436,3610,3078
TreeSet,193,1000,282797,3515,2416
TreeSet,194,1000,318049,3420,15481
TreeSet,195,1000,296373,3733,2541
TreeSet,196,1000,294826,3445,2438
TreeSet,197,1000,260982,3763,2345
TreeSet,198,1000,268130,3552,2447
TreeSet,199,1000,256847,3499,2320
TreeSet,200,1000,262362,3618,2393
TreeSet,201,1000,324521,3523,2486
TreeSet,202,1000,296224,3497,2411
TreeSet,203,1000,302712,3475,2432
TreeSet,204,1000,258590,3439,2373
TreeSet,205,1000,328724,3680,2320
TreeSet,206,1000,292510,3775,2222
TreeSet,207,1000,231279,3699,64516
TreeSet,208,1000,260338,3800,2409
TreeSet,209,1000,304777,3677,2657
TreeSet,210,1000,292314,3813,2455
TreeSet,211,1000,299423,3551,2374
TreeSet,212,1000,256628,3604,2459
TreeSet,213,1000,301789,3805,2281
TreeSet,214,1000,618782,3850,2830
TreeSet,215,1000,326696,3491,2315
TreeSet,216,1000,249951,3608,2419
TreeSet,217,1000,287076,3626,2553
TreeSet,218,1000,333586,3698,2433
TreeSet,219,1000,305930,3842,2187
TreeSet,220,1000,278435,3551,2298
TreeSet,221,1000,300960,3709,2359
TreeSet,222,1000,329116,3658,2184
TreeSet,223,1000,284756,3569,96524
TreeSet,224,1000,262170,3877,1634
TreeSet,225,1000,222932,4074,1509
TreeSet,226,1000,322410,3579,1470
TreeSet,227,1000,314883,3680,1510
TreeSet,228,1000,294191,4169,1725
TreeSet,229,1000,329274,3674,1497
TreeSet,230,1000,341397,4123,1481
TreeSet,231,1000,279454,3953,1554
TreeSet,232,1000,290394,4040,1483
TreeSet,233,1000,290110,3659,1499
TreeSet,234,1000,335367,3895,1486
TreeSet,235,1000,313991,4125,1477
TreeSet,236,1000,309432,3860,1485
TreeSet,237,1000,608601,4278,1496
TreeSet,238,1000,268692,3889,1588
TreeSet,239,1000,264270,44284,1477
TreeSet,240,1000,327866,3644,1503
TreeSet,241,1000,302267,3835,1500
TreeSet,242,1000,312185,3961,1501
TreeSet,243,1000,321390,3889,1489
TreeSet,244,1000,323184,3917,1464
TreeSet,245,1000,359701,4071,1454
TreeSet,246,1000,237859,4183,1481
TreeSet,247,1000,286067,4022,1464
TreeSet,248,1000,275800,4126,1476
TreeSet,249,1000,256939,44611,1481
TreeSet,250,1000,212778,73092,1466
TreeSet,251,1000,304055,4251,1473
TreeSet,252,1000,299719,4130,1475
TreeSet,253,1000,343768,4845,1467
TreeSet,254,1000,292317,3893,1495
TreeSet,255,1000,237924,3951,1454
TreeSet,256,1000,288525,4088,1458
TreeSet,257,1000,221016,4022,1492
TreeSet,258,1000,309582,4159,1482
TreeSet,259,1000,324433,4384,1511
TreeSet,260,1000,291802,4018,1591
TreeSet,261,1000,305556,4006,1491
TreeSet,262,1000,307355,4045,1472
TreeSet,263,1000,258056,45186,1490
TreeSet,264,1000,214304,4521,81655
TreeSet,265,1000,279961,4269,1481
TreeSet,266,1000,264950,4332,1463
TreeSet,267,1000,236450,4282,1494
TreeSet,268,1000,307695,4167,1504
TreeSet,269,1000,264020,4250,1495
TreeSet,270,1000,505368,4528,1475
TreeSet,271,1000,302067,4395,1491
TreeSet,272,1000,282644,4372,1469
TreeSet,273,1000,322872,4170,1461
TreeSet,274,1000,263614,4437,1533
TreeSet,275,1000,284685,4769,1458
TreeSet,276,1000,315895,4427,1473
TreeSet,277,1000,314493,4401,1465
TreeSet,278,1000,352113,4989,1478
TreeSet,279,1000,356023,4205,1487
TreeSet,280,1000,306894,4243,1522
TreeSet,281,1000,358210,4443,1481
TreeSet,282,1000,314819,4638,1490
TreeSet,283,1000,373675,4604,1485
TreeSet,284,1000,298594,4349,1488
TreeSet,285,1000,262469,44254,1481
TreeSet,286,1000,287138,4493,1467
TreeSet,287,1000,285427,46394,1522
TreeSet,288,1000,311309,42625,1521
TreeSet,289,1000,318440,5029,1489
TreeSet,290,1000,287810,4931,1522
TreeSet,291,1000,440742,4840,1720
TreeSet,292,1000,327899,4743,1460
TreeSet,293,1000,350308,4769,1483
TreeSet,294,1000,319701,4849,1470
TreeSet,295,1000,340992,4676,1488
TreeSet,296,1000,294344,4802,1500
TreeSet,297,1000,308791,4592,1475
TreeSet,298,1000,287632,4871,1481
TreeSet,299,1000,299466,4859,1488
TreeSet,300,1000,260906,4760,1483
TreeSet,301,1000,313248,4734,1464
TreeSet,302,1000,345305,5041,1451
TreeSet,303,1000,310420,5062,1480
TreeSet,304,1000,228151,4915,1468
TreeSet,305,1000,314818,4736,1468
TreeSet,306,1000,310142,4976,1462
TreeSet,307,1000,338495,4860,1498
TreeSet,308,1000,324773,4599,1477
TreeSet,309,1000,336529,4714,1571
TreeSet,310,1000,330476,5021,1473
TreeSet,311,1000,292846,5056,1460
TreeSet,312,1000,377329,5086,1464
TreeSet,313,1000,305196,4889,1487
TreeSet,314,1000,323319,4988,1461
TreeSet,315,1000,319959,5032,1492
TreeSet,316,1000,327846,5336,1471
TreeSet,317,1000,356673,5071,1519
TreeSet,318,1000,324705,5091,1634
TreeSet,319,1000,332788,5086,1476
TreeSet,320,1000,347802,4936,1619
TreeSet,321,1000,315404,5286,1597
TreeSet,322,1000,621545,5000,1482
TreeSet,323,1000,310593,4650,1458
TreeSet,324,1000,282703,4945,1503
TreeSet,325,1000,308722,5268,1474
TreeSet,326,1000,305594,5085,1487
TreeSet,327,1000,303461,56535,1483
TreeSet,328,1000,325815,4957,1482
TreeSet,329,1000,321075,5303,1483
TreeSet,330,1000,355145,4979,1497
TreeSet,331,1000,293209,5227,1481
TreeSet,332,1000,295036,5179,1471
TreeSet,333,1000,305063,5386,1477
TreeSet,334,1000,361921,5208,1475
TreeSet,335,1000,325470,5409,1492
TreeSet,336,1000,298869,5209,1497
TreeSet,337,1000,323556,5440,1503
TreeSet,338,1000,306436,6744,1540
TreeSet,339,1000,315937,5494,1465
TreeSet,340,1000,360031,5590,1492
TreeSet,341,1000,337193,5791,1499
TreeSet,342,1000,339285,5405,1468
TreeSet,343,1000,306914,5800,9485
TreeSet,344,1000,238849,5125,1464
TreeSet,345,1000,321407,5236,1471
TreeSet,346,1000,350496,5623,1482
TreeSet,347,1000,342364,5246,1458
TreeSet,348,1000,354991,5641,1468
TreeSet,349,1000,351824,5402,1469
TreeSet,350,1000,337216,5442,1607
TreeSet,351,1000,323197,5174,1485
TreeSet,352,1000,271047,5444,1505
TreeSet,353,1000,313797,5464,1458
TreeSet,354,1000,310126,5349,1468
TreeSet,355,1000,305405,5264,1465
TreeSet,356,1000,273782,35016,1474
TreeSet,357,1000,299031,6065,1470
TreeSet,358,1000,309806,13592,1512
TreeSet,359,1000,344005,5854,1470
TreeSet,360,1000,356764,7089,1503
TreeSet,361,1000,315785,5253,1476
TreeSet,362,1000,423340,5738,1487
TreeSet,363,1000,292489,25051,1490
TreeSet,364,1000,313128,5816,1486
TreeSet,365,1000,154210,5183,41722
TreeSet,366,1000,310822,5861,1473
TreeSet,367,1000,349718,5369,1492
TreeSet,368,1000,272328,5789,1461
TreeSet,369,1000,326933,5590,1470
TreeSet,370,1000,312125,5550,1474
TreeSet,371,1000,276709,45724,1641
TreeSet,372,1000,333786,5993,1448
TreeSet,373,1000,319243,5634,1459
TreeSet,374,1000,343112,5616,1482
TreeSet,375,1000,385526,5894,1497
TreeSet,376,1000,354616,6410,1495
TreeSet,377,1000,369564,5328,1477
TreeSet,378,1000,220468,44481,1488
TreeSet,379,1000,327974,5539,1472
TreeSet,380,1000,312988,5687,1484
TreeSet,381,1000,341231,5796,1510
TreeSet,382,1000,269672,74680,1491
TreeSet,383,1000,332685,5175,1482
TreeSet,384,1000,294043,6221,1475
TreeSet,385,1000,292022,5651,1463
TreeSet,386,1000,346451,6038,27772
TreeSet,387,1000,300282,6104,1475
TreeSet,388,1000,310615,5919,1475
TreeSet,389,1000,385013,6066,1492
TreeSet,390,1000,208218,5403,1501
TreeSet,391,1000,359395,6331,1494
TreeSet,392,1000,333057,5940,1486
TreeSet,393,1000,343255,5496,1456
TreeSet,394,1000,319895,6059,1467
TreeSet,395,1000,389682,5771,1492
TreeSet,396,1000,376546,6288,1479
TreeSet,397,1000,299632,5796,1466
TreeSet,398,1000,346798,6272,1526
TreeSet,399,1000,327297,45941,1501
TreeSet,400,1000,447062,6245,1568
TreeSet,401,1000,356929,6185,1467
TreeSet,402,1000,295343,6116,41770
TreeSet,403,1000,356338,6045,1476
TreeSet,404,1000,326427,6303,1491
TreeSet,405,1000,277614,6470,1471
TreeSet,406,1000,343061,6103,1474
TreeSet,407,1000,369529,5943,1466
TreeSet,408,1000,263688,57755,1486
TreeSet,409,1000,363096,6502,1482
TreeSet,410,1000,377170,6148,1484
TreeSet,411,1000,320562,6001,1469
TreeSet,412,1000,319648,5968,1482
TreeSet,413,1000,272896,5847,1480
TreeSet,414,1000,275515,86426,1480
TreeSet,415,1000,375375,6371,1472
TreeSet,416,1000,407528,6098,1470
TreeSet,417,1000,306084,6372,1480
TreeSet,418,1000,390675,6318,1552
TreeSet,419,1000,351250,6114,1508
TreeSet,420,1000,320438,87036,1493
TreeSet,421,1000,322518,6623,1507
TreeSet,422,1000,357726,6287,1506
TreeSet,423,1000,359092,6396,1620
TreeSet,424,1000,305732,5890,1485
TreeSet,425,1000,368258,5595,1506
TreeSet,426,1000,179418,6905,1536
TreeSet,427,1000,380369,6305,1465
TreeSet,428,1000,347112,6157,1502
TreeSet,429,1000,247937,86294,1483
TreeSet,430,1000,341750,6387,1475
TreeSet,431,1000,304695,5824,1488
TreeSet,432,1000,348212,6179,72751
TreeSet,433,1000,263100,6782,1508
TreeSet,434,1000,356790,6255,1475
TreeSet,435,1000,307519,6455,1468
TreeSet,436,1000,348773,6340,1478
TreeSet,437,1000,343855,6385,1477
TreeSet,438,1000,318633,6112,1470
TreeSet,439,1000,320633,6241,1470
TreeSet,440,1000,310821,5994,1483
TreeSet,441,1000,351367,6019,1487
TreeSet,442,1000,361542,6387,1479
TreeSet,443,1000,281692,6621,1473
TreeSet,444,1000,226243,73526,1488
TreeSet,445,1000,305049,6717,1467
TreeSet,446,1000,378321,6076,1464
TreeSet,447,1000,360015,6006,1481
TreeSet,448,1000,252469,6197,1495
TreeSet,449,1000,339606,6613,1490
TreeSet,450,1000,318459,6362,1477
TreeSet,451,1000,351637,48634,1497
TreeSet,452,1000,378048,6393,1502
TreeSet,453,1000,361859,6719,1490
TreeSet,454,1000,307037,6157,1473
TreeSet,455,1000,275230,91145,1457
TreeSet,456,1000,387536,6290,1481
TreeSet,457,1000,316058,6628,1478
TreeSet,458,1000,284990,6460,1463
TreeSet,459,1000,381908,6511,1485
TreeSet,460,1000,341593,46145,1505
TreeSet,461,1000,329201,6399,1474
TreeSet,462,1000,279027,6645,77767
TreeSet,463,1000,328058,46975,1487
TreeSet,464,1000,329978,6617,1478
TreeSet,465,1000,319957,6459,1515
TreeSet,466,1000,353261,6663,1480
TreeSet,467,1000,369091,6701,1492
TreeSet,468,1000,336195,19854,1495
TreeSet,469,1000,363964,6529,1489
TreeSet,470,1000,325215,6656,1512
TreeSet,471,1000,317537,6930,1476
TreeSet,472,1000,284637,6595,1480
TreeSet,473,1000,395098,7001,1489
TreeSet,474,1000,364125,6542,1470
TreeSet,475,1000,371646,6710,1472
TreeSet,476,1000,328473,6902,1475
TreeSet,477,1000,323047,46494,1495
TreeSet,478,1000,326211,6174,1474
TreeSet,479,1000,370139,7171,1500
TreeSet,480,1000,698251,6782,1520
TreeSet,481,1000,381552,6777,1493
TreeSet,482,1000,400650,7060,1490
TreeSet,483,1000,340789,6845,1459
TreeSet,484,1000,414165,6092,1488
TreeSet,485,1000,318926,6505,1471
TreeSet,486,1000,392795,6844,1475
TreeSet,487,1000,384018,8576,1512
TreeSet,488,1000,323818,6429,1481
TreeSet,489,1000,323088,6769,1485
TreeSet,490,1000,277638,6798,1477
TreeSet,491,1000,361072,6139,1504
TreeSet,492,1000,397758,63516,1544
TreeSet,493,1000,382490,6840,1502
TreeSet,494,1000,309238,7092,1509
TreeSet,495,1000,403813,7392,1517
TreeSet,496,1000,371712,6597,1594
TreeSet,497,1000,305517,6283,1594
TreeSet,498,1000,310016,6995,1491
TreeSet,499,1000,370174,6713,1508
TreeSet,500,1000,413357,7106,1486
TreeSet,501,1000,442778,7248,1571
TreeSet,502,1000,331025,7367,1480
TreeSet,503,1000,379217,6837,1481
TreeSet,504,1000,237367,42843,1491
TreeSet,505,1000,402591,6964,1482
TreeSet,506,1000,240883,7248,1529
TreeSet,507,1000,413495,6937,1499
TreeSet,508,1000,327565,6979,1479
TreeSet,509,1000,352951,47870,1489
TreeSet,510,1000,347688,7046,31689
TreeSet,511,1000,239474,47527,1506
TreeSet,512,1000,305255,6892,1495
TreeSet,513,1000,272342,7022,41686
TreeSet,514,1000,340394,6999,1489
TreeSet,515,1000,321888,7285,1482
TreeSet,516,1000,399615,7347,1508
TreeSet,517,1000,333961,6901,1498
TreeSet,518,1000,377665,7039,1486
TreeSet,519,1000,372419,6983,1506
TreeSet,520,1000,338300,7033,1499
TreeSet,521,1000,297817,92026,1504
TreeSet,522,1000,416620,7205,1520
TreeSet,523,1000,337046,7231,1494
TreeSet,524,1000,388881,7233,1493
TreeSet,525,1000,332630,6874,1469
TreeSet,526,1000,438727,7326,1492
TreeSet,527,1000,365445,7237,1508
TreeSet,528,1000,381368,6892,1484
TreeSet,529,1000,356667,7884,1513
TreeSet,530,1000,350766,7707,1529
TreeSet,531,1000,309400,77856,1600
TreeSet,532,1000,387234,7754,1514
TreeSet,533,1000,334608,6984,1481
TreeSet,534,1000,315335,21890,1546
TreeSet,535,1000,448002,7417,1535
TreeSet,536,1000,360672,6841,1514
TreeSet,537,1000,351997,7163,1479
TreeSet,538,1000,460558,7660,1493
TreeSet,539,1000,344306,7533,1494
TreeSet,540,1000,290529,87960,1498
TreeSet,541,1000,393402,7613,1497
TreeSet,542,1000,265094,76479,1478
TreeSet,543,1000,302865,7226,1458
TreeSet,544,1000,683902,7311,1523
TreeSet,545,1000,306191,7217,1484
TreeSet,546,1000,301927,7498,1491
TreeSet,547,1000,323593,7892,1483
TreeSet,548,1000,433765,7156,1478
TreeSet,549,1000,373500,7487,1503
TreeSet,550,1000,375065,6928,1515
TreeSet,551,1000,350568,7655,1477
TreeSet,552,1000,330622,53796,1504
TreeSet,553,1000,352321,7765,1483
TreeSet,554,1000,388627,7491,1491
TreeSet,555,1000,245192,49317,1555
TreeSet,556,1000,354666,7901,1484
TreeSet,557,1000,332783,7412,1512
TreeSet,558,1000,346510,8058,1484
TreeSet,559,1000,321971,7113,1470
TreeSet,560,1000,396874,7292,1489
TreeSet,561,1000,354340,8458,1483
TreeSet,562,1000,325778,7297,1494
TreeSet,563,1000,376782,7561,1498
TreeSet,564,1000,386527,7792,1532
TreeSet,565,1000,361982,7066,1486
TreeSet,566,1000,398203,7851,1502
TreeSet,567,1000,254022,88049,1485
TreeSet,568,1000,361830,7700,1493
TreeSet,569,1000,352381,8126,1547
TreeSet,570,1000,346616,7538,1517
TreeSet,571,1000,351318,8285,42144
TreeSet,572,1000,326296,48302,1487
TreeSet,573,1000,391842,7110,1476
TreeSet,574,1000,341890,47301,1497
TreeSet,575,1000,288982,49084,1482
TreeSet,576,1000,371082,7678,1506
TreeSet,577,1000,366158,7311,1485
TreeSet,578,1000,329852,7929,1481
TreeSet,579,1000,352576,7618,1486
TreeSet,580,1000,404843,8248,1486
TreeSet,581,1000,325261,7834,1620
TreeSet,582,1000,396972,7726,1485
TreeSet,583,1000,387332,8001,1474
TreeSet,584,1000,367995,7524,1511
TreeSet,585,1000,305947,7740,1625
TreeSet,586,1000,319524,8094,1494
TreeSet,587,1000,590741,7812,1473
TreeSet,588,1000,322344,7556,1483
TreeSet,589,1000,335572,8220,1508
TreeSet,590,1000,301131,39504,1498
TreeSet,591,1000,354241,7413,1481
TreeSet,592,1000,364739,7344,1493
TreeSet,593,1000,318898,59486,1508
TreeSet,594,1000,336000,25410,1503
TreeSet,595,1000,205471,7702,1646
TreeSet,596,1000,316792,7811,1511
TreeSet,597,1000,374977,7984,1492
TreeSet,598,1000,318370,88479,1518
TreeSet,599,1000,404950,7758,1492
TreeSet,600,1000,390008,7205,1495
TreeSet,601,1000,374953,45940,1528
TreeSet,602,1000,377689,7633,1519
TreeSet,603,1000,384774,8689,1487
TreeSet,604,1000,335190,7856,1487
TreeSet,605,1000,367163,29156,1522
TreeSet,606,1000,387668,7800,1497
TreeSet,607,1000,327430,36425,1500
TreeSet,608,1000,340488,8703,1516
TreeSet,609,1000,414055,7976,1535
TreeSet,610,1000,363535,7459,1481
TreeSet,611,1000,395917,8183,1509
TreeSet,612,1000,374252,8090,1519
TreeSet,613,1000,380504,7682,1673
TreeSet,614,1000,414223,8052,1498
TreeSet,615,1000,359633,8126,1524
TreeSet,616,1000,314068,8098,1484
TreeSet,617,1000,290717,78749,1499
TreeSet,618,1000,386850,7926,1518
TreeSet,619,1000,306079,70571,1508
TreeSet,620,1000,334798,7591,1483
TreeSet,621,1000,297913,7550,1494
TreeSet,622,1000,383890,7318,1490
TreeSet,623,1000,365250,7073,1513
TreeSet,624,1000,375639,7463,1485
TreeSet,625,1000,398966,7073,1495
TreeSet,626,1000,391514,8015,1509
TreeSet,627,1000,359887,7376,1488
TreeSet,628,1000,407380,7568,1512
TreeSet,629,1000,391777,7515,1514
TreeSet,630,1000,393626,10908,1553
TreeSet,631,1000,318051,48024,1582
TreeSet,632,1000,309733,47878,1573
TreeSet,633,1000,404570,7772,1514
TreeSet,634,1000,362075,7766,1490
TreeSet,635,1000,387785,7708,1493
TreeSet,636,1000,335367,48116,1538
TreeSet,637,1000,433047,7983,1509
TreeSet,638,1000,327460,7431,1486
TreeSet,639,1000,365592,7992,1517
TreeSet,640,1000,424663,7771,1621
TreeSet,641,1000,408056,7509,1497
TreeSet,642,1000,431536,8056,2218
TreeSet,643,1000,400375,8291,1644
TreeSet,644,1000,333663,8350,1496
TreeSet,645,1000,290166,8342,1495
TreeSet,646,1000,307760,7579,1503
TreeSet,647,1000,374711,8013,1520
TreeSet,648,1000,369780,7950,1583
TreeSet,649,1000,315636,8132,1502
TreeSet,650,1000,329573,7872,1503
TreeSet,651,1000,278846,7987,1470
TreeSet,652,1000,303883,8133,1603
TreeSet,653,1000,387029,7656,1528
TreeSet,654,1000,374818,7993,1495
TreeSet,655,1000,377842,7702,1491
TreeSet,656,1000,284293,69783,1477
TreeSet,657,1000,418198,8579,1521
TreeSet,658,1000,361115,8279,1539
TreeSet,659,1000,386285,7636,1498
TreeSet,660,1000,416826,8009,1497
TreeSet,661,1000,437396,7548,1473
TreeSet,662,1000,328987,48200,1517
TreeSet,663,1000,310467,47922,1508
TreeSet,664,1000,345082,7998,1490
TreeSet,665,1000,356976,7623,1499
TreeSet,666,1000,301217,7844,1557
TreeSet,667,1000,393365,7971,1506
TreeSet,668,1000,415038,7855,1508
TreeSet,669,1000,375344,8438,1512
TreeSet,670,1000,287482,67182,1499
TreeSet,671,1000,378826,8210,1505
TreeSet,672,1000,411829,8737,1530
TreeSet,673,1000,349978,8048,1484
TreeSet,674,1000,406683,8439,1501
TreeSet,675,1000,374776,8151,1500
TreeSet,676,1000,385376,8417,1474
TreeSet,677,1000,395054,7709,1550
TreeSet,678,1000,329252,8320,1513
TreeSet,679,1000,330231,8093,1483
TreeSet,680,1000,386815,8631,1666
TreeSet,681,1000,372465,48087,1522
TreeSet,682,1000,376085,8570,1498
TreeSet,683,1000,369715,8342,1499
TreeSet,684,1000,322233,8695,1488
TreeSet,685,1000,407781,8350,1496
TreeSet,686,1000,374311,7664,1512
TreeSet,687,1000,382463,8447,1499
TreeSet,688,1000,347412,8051,38760
TreeSet,689,1000,376678,49770,1523
TreeSet,690,1000,553802,8373,1542
TreeSet,691,1000,349966,8399,1466
TreeSet,692,1000,409206,8492,1523
TreeSet,693,1000,374274,8676,1505
TreeSet,694,1000,351462,88983,1504
TreeSet,695,1000,401977,7548,1518
TreeSet,696,1000,367857,8596,1499
