StructureName,ElementRange,SizeRange,InsertAverage,SearchAverage,DeleteAverage
Array,55,1000,2381420,268761,5392
Array,56,1000,2690202,373230,5191
Array,57,1000,2562066,209852,8524
Array,58,1000,2309912,209996,36242
Array,59,1000,2372412,215104,5117
Array,60,1000,2316270,261256,31881
Array,61,1000,2392502,225262,5350
Array,62,1000,2526021,228345,5410
Array,63,1000,2566384,231372,5465
Array,64,1000,2397860,198033,5390
Array,65,1000,2565491,244869,5641
Array,66,1000,2566961,243655,5417
Array,67,1000,2531555,239971,5363
Array,68,1000,2532671,242730,5318
Array,69,1000,2430648,244725,5193
Array,70,1000,2375366,310532,9602
Array,71,1000,2816079,248920,5190
Array,72,1000,2639693,255188,5383
Array,73,1000,2711618,255963,6304
Array,74,1000,2505986,318703,5732
Array,75,1000,2501824,330636,5767
Array,76,1000,2486393,262893,5387
Array,77,1000,2534114,272324,5366
Array,78,1000,2644134,280091,5475
Array,79,1000,2487234,312511,5228
Array,80,1000,2466534,276559,5102
Array,81,1000,2445237,281478,5100
Array,82,1000,2538240,285777,5139
Array,83,1000,2430099,289408,45441
Array,84,1000,2511227,289831,5095
Array,85,1000,2453378,298809,5157
Array,86,1000,2811705,290817,5185
Array,87,1000,2523897,330183,5151
Array,88,1000,2545941,299556,5121
Array,89,1000,2554196,313891,5480
Array,90,1000,2552763,308580,5236
Array,91,1000,2515033,308579,5411
Array,92,1000,2620156,317916,5399
Array,93,1000,2651973,322608,5547
Array,94,1000,2633223,383233,6659
Array,95,1000,2539524,319418,5295
Array,96,1000,2540910,323324,5166
Array,97,1000,2635384,380022,5377
Array,98,1000,2575085,335506,5243
Array,99,1000,2480592,385898,5222
Array,100,1000,2550052,331142,5337
Array,101,1000,2813973,545031,5632
Array,102,1000,2768227,344030,6412
Array,103,1000,2595502,382367,5268
Array,104,1000,2618737,344767,6624
Array,105,1000,2633848,389318,5490
Array,106,1000,2552285,346012,5296
Array,107,1000,2609405,363202,5308
Array,108,1000,2499539,417208,5424
Array,109,1000,2500834,358103,5247
Array,110,1000,2522420,379793,5413
Array,111,1000,2746729,371777,7107
Array,112,1000,2655649,371681,5512
Array,113,1000,2570923,502005,6164
Array,114,1000,2930740,376583,5805
Array,115,1000,3235311,430378,5927
Array,116,1000,2579188,474825,5414
Array,117,1000,2722991,440528,9477
Array,118,1000,2609057,384817,5331
Array,119,1000,2696810,393036,5621
Array,120,1000,2733533,423667,5461
Array,121,1000,3074438,395343,68445
Array,122,1000,4031242,474029,5640
Array,123,1000,4054633,418715,5515
Array,124,1000,3220998,426236,8998
Array,125,1000,2486761,551068,47456
Array,126,1000,2769066,407639,5056
Array,127,1000,2659134,409487,4468
Array,128,1000,2575127,381554,4496
Array,129,1000,2793330,468447,4589
Array,130,1000,2706426,425517,4834
Array,131,1000,2691197,435837,4683
Array,132,1000,2716945,426635,32801
Array,133,1000,2577635,535173,4679
Array,134,1000,2729595,445085,9123
Array,135,1000,2632304,437334,4493
Array,136,1000,4149947,445337,4457
Array,137,1000,3678808,443610,4673
Array,138,1000,2616846,547605,4651
Array,139,1000,2729646,442009,4498
Array,140,1000,3026412,497390,4489
Array,141,1000,2589727,635008,8590
Array,142,1000,2657698,502062,4522
Array,143,1000,3314941,454389,4488
Array,144,1000,2826438,472142,4828
Array,145,1000,2665139,507978,8471
Array,146,1000,3840708,535897,4720
Array,147,1000,3938429,576298,4610
Array,148,1000,2655870,525737,4454
Array,149,1000,2583574,583465,4534
Array,150,1000,2752800,473538,4688
Array,151,1000,2688530,573608,4600
Array,152,1000,2655075,569007,4742
Array,153,1000,3078288,490743,4506
Array,154,1000,2773753,608214,4786
Array,155,1000,2767007,493074,4410
Array,156,1000,2836566,496897,4484
Array,157,1000,2642822,630475,4488
Array,158,1000,2814936,493679,4465
Array,159,1000,2939589,510308,4870
Array,160,1000,2829665,507307,54409
Array,161,1000,2879172,518192,4855
Array,162,1000,2678514,507559,73474
Array,163,1000,2736398,521044,4430
Array,164,1000,2754233,558010,4444
Array,165,1000,2715800,515596,4369
Array,166,1000,2641631,644114,4409
Array,167,1000,2730907,544170,4346
Array,168,1000,2942950,526699,4457
Array,169,1000,2906941,539119,4766
Array,170,1000,2785222,535410,4611
Array,171,1000,2787946,560845,4403
Array,172,1000,2853305,542366,4483
Array,173,1000,2744758,596279,4536
Array,174,1000,2869029,548936,8494
Array,175,1000,2828352,550873,4389
Array,176,1000,2919735,567657,4674
Array,177,1000,2821184,637318,4842
Array,178,1000,3049535,735226,4475
Array,179,1000,2854956,634826,4627
Array,180,1000,2943070,563887,52312
Array,181,1000,2902631,618530,4678
Array,182,1000,2714968,571031,54635
Array,183,1000,2752285,652558,4418
Array,184,1000,2878566,626107,4484
Array,185,1000,2974950,590414,4573
Array,186,1000,2779766,622706,4438
Array,187,1000,2755776,580083,4409
Array,188,1000,2735375,616493,4480
Array,189,1000,2672333,686033,72742
Array,190,1000,2779923,631916,4396
Array,191,1000,2855371,588486,9385
Array,192,1000,2755145,687299,8720
Array,193,1000,2893405,607816,4501
Array,194,1000,2810757,715470,4562
Array,195,1000,2962087,650396,4744
Array,196,1000,2955744,679215,4751
Array,197,1000,2969904,615600,4639
Array,198,1000,3064909,611063,4514
Array,199,1000,2777393,662151,4415
Array,200,1000,2794615,665265,51481
Array,201,1000,2903881,617716,4433
Array,202,1000,2791260,664575,4407
Array,203,1000,3176753,633574,135965
Array,204,1000,2769958,698350,4491
Array,205,1000,2783178,665779,4740
Array,206,1000,2812504,713101,4380
Array,207,1000,2870268,640939,4460
Array,208,1000,3007063,687891,4608
Array,209,1000,2995586,688232,4672
Array,210,1000,2989518,688511,68968
Array,211,1000,2946669,647857,49866
Array,212,1000,2736434,826291,4577
Array,213,1000,2870159,696373,4453
Array,214,1000,3081770,656113,4709
Array,215,1000,3312729,698624,4910
Array,216,1000,2927349,696971,4668
Array,217,1000,2924752,669998,4380
Array,218,1000,3653226,700024,4607
Array,219,1000,2856531,719387,4459
Array,220,1000,2870543,789876,9564
Array,221,1000,2929543,718846,4409
Array,222,1000,2947564,680127,4571
Array,223,1000,2943854,725753,4627
Array,224,1000,2806395,761164,54646
Array,225,1000,2930294,721165,4546
Array,226,1000,3163238,824098,4540
Array,227,1000,2941440,730254,4501
Array,228,1000,3014092,779223,4500
Array,229,1000,2891655,813505,49253
Array,230,1000,3031844,699404,4595
Array,231,1000,2964852,794086,4967
Array,232,1000,2965438,708848,4408
Array,233,1000,2892147,808339,8297
Array,234,1000,2879722,746708,4603
Array,235,1000,2968235,789409,4640
Array,236,1000,2901025,718445,8402
Array,237,1000,2940723,819646,13133
Array,238,1000,3110756,775742,4677
Array,239,1000,2945689,765676,4834
Array,240,1000,2970659,783115,4493
Array,241,1000,3156199,801110,4698
Array,242,1000,2899920,921810,4668
Array,243,1000,3188593,783059,4937
Array,244,1000,3123060,783710,4746
Array,245,1000,3106435,768475,4767
Array,246,1000,3090660,775003,4550
Array,247,1000,3051225,787196,51349
Array,248,1000,3055657,791037,4629
Array,249,1000,3375529,777081,4595
Array,250,1000,2931008,797201,8244
Array,251,1000,3016452,788060,4585
Array,252,1000,2978806,850207,4492
Array,253,1000,3007899,788801,4499
Array,254,1000,3010626,803257,4651
Array,255,1000,3182101,799676,4649
Array,256,1000,2933697,774972,60248
Array,257,1000,3078617,771293,4466
Array,258,1000,3137063,803569,54272
Array,259,1000,3239268,885196,4751
Array,260,1000,3481694,867988,4649
Array,261,1000,2992212,825326,8302
Array,262,1000,3050275,857365,4601
Array,263,1000,3119536,787496,7485
Array,264,1000,3192574,871203,4659
Array,265,1000,3106610,859988,4469
Array,266,1000,3023543,876792,4452
Array,267,1000,3020002,978825,4779
Array,268,1000,3329929,797967,4730
Array,269,1000,3073270,864171,4465
Array,270,1000,3102438,831451,4444
Array,271,1000,3183152,811337,4378
Array,272,1000,3095261,852980,13948
Array,273,1000,3070450,806884,4391
Array,274,1000,2980843,933574,4523
Array,275,1000,3011782,893309,4453
Array,276,1000,3086561,930351,4815
Array,277,1000,3136886,848791,4658
Array,278,1000,3033283,870421,4449
Array,279,1000,3090724,903323,4579
Array,280,1000,3138590,866234,4377
Array,281,1000,3537595,953680,4779
Array,282,1000,3208875,1002766,5352
Array,283,1000,3173705,986035,12314
Array,284,1000,3911434,933499,4534
Array,285,1000,3029394,927226,4692
Array,286,1000,3126876,846739,4358
Array,287,1000,3035550,999459,4739
Array,288,1000,3150232,974241,4706
Array,289,1000,3214362,990941,4913
Array,290,1000,3272677,895696,4781
Array,291,1000,3149659,944404,4547
Array,292,1000,3220818,978140,4691
Array,293,1000,3174129,885913,51948
Array,294,1000,3165138,943364,9326
Array,295,1000,3174775,933525,4598
Array,296,1000,3193445,938223,4579
Array,297,1000,3132643,929373,4582
Array,298,1000,3063921,992591,5146
Array,299,1000,3027107,976039,4563
Array,300,1000,3147828,922353,4669
Array,301,1000,3161187,879972,4413
Array,302,1000,3442885,920767,50531
Array,303,1000,3150796,913346,4459
Array,304,1000,3228809,938580,4671
Array,305,1000,3167648,1068478,4984
Array,306,1000,3595784,1008473,5347
Array,307,1000,3134819,950554,55465
Array,308,1000,3083488,946912,4634
Array,309,1000,3064767,944504,4405
Array,310,1000,3151029,925212,4480
Array,311,1000,3194049,958441,4657
Array,312,1000,3367761,1094498,4672
Array,313,1000,3162542,943359,4479
Array,314,1000,3232836,979916,4659
Array,315,1000,3097503,1064178,4798
Array,316,1000,3035737,1071556,4456
Array,317,1000,3356704,966459,4787
Array,318,1000,3280515,997153,4811
Array,319,1000,3140094,922037,4453
Array,320,1000,3154320,1001949,4542
Array,321,1000,3272367,977166,4656
Array,322,1000,3146622,965454,51613
Array,323,1000,3187985,1028357,4548
Array,324,1000,3209088,1074521,4636
Array,325,1000,3238688,940497,4489
Array,326,1000,3194253,979717,43617
Array,327,1000,2977681,1160040,42787
Array,328,1000,3260990,959528,4659
Array,329,1000,3296677,1064359,5078
Array,330,1000,3236367,1144813,5054
Array,331,1000,3167921,1089244,4867
Array,332,1000,3178672,960032,4653
Array,333,1000,3234912,1248769,4876
Array,334,1000,3080350,1117538,4707
Array,335,1000,3161115,1027304,4554
Array,336,1000,3317114,1027513,4755
Array,337,1000,3138070,1144501,60611
Array,338,1000,3392518,1108554,5306
Array,339,1000,3461683,1032253,60797
Array,340,1000,3356852,1066439,5261
Array,341,1000,3321820,986360,4832
Array,342,1000,3670717,1065068,4841
Array,343,1000,3268741,1101105,4589
Array,344,1000,3492951,1136137,4954
Array,345,1000,3345780,987173,4626
Array,346,1000,3223552,1063259,4664
Array,347,1000,3106955,1076969,52285
Array,348,1000,3313337,1032876,8472
Array,349,1000,3172761,1060898,4429
Array,350,1000,3162172,1061277,9483
Array,351,1000,3236399,1077570,4751
Array,352,1000,3423893,1152814,52308
Array,353,1000,3239806,1118484,4491
Array,354,1000,3355294,1041768,73635
Array,355,1000,3223760,1122911,4615
Array,356,1000,3293352,1013723,4375
Array,357,1000,3057283,1283320,4618
Array,358,1000,3214784,1145803,4754
Array,359,1000,3166116,1167129,4625
Array,360,1000,3320013,1087714,4518
Array,361,1000,3332428,1090171,4503
Array,362,1000,3448160,1281247,4631
Array,363,1000,3336360,1135288,4745
Array,364,1000,3307276,1090216,4980
Array,365,1000,3248059,1083326,64043
Array,366,1000,3312739,1077218,4513
Array,367,1000,3207552,1182245,4629
Array,368,1000,3251896,1097046,4615
Array,369,1000,3313710,1074537,4583
Array,370,1000,3279699,1151901,4667
Array,371,1000,3292981,1086870,4618
Array,372,1000,3528676,1399008,4933
Array,373,1000,3234888,1118873,4609
Array,374,1000,3307203,1146131,4573
Array,375,1000,3438340,1164123,4862
Array,376,1000,3355257,1155620,4783
Array,377,1000,3177909,1164575,73892
Array,378,1000,3323304,1090129,4760
Array,379,1000,3611800,1065201,4874
Array,380,1000,3227136,1205031,4566
Array,381,1000,3663525,1109443,4653
Array,382,1000,3288082,1167056,4597
Array,383,1000,3356326,1119299,4715
Array,384,1000,3237832,1232818,4917
Array,385,1000,3319936,1219751,4582
Array,386,1000,3334660,1198636,4651
Array,387,1000,3430795,1127380,4710
Array,388,1000,3323873,1123918,4992
Array,389,1000,3403815,1124333,4603
Array,390,1000,3297617,1199633,4547
Array,391,1000,3772448,1212900,4612
Array,392,1000,3501562,1094344,4629
Array,393,1000,3211476,1241583,4647
Array,394,1000,3449063,1096398,4667
Array,395,1000,3285854,1174498,4629
Array,396,1000,3319373,1339524,5064
Array,397,1000,3224000,1329597,4820
Array,398,1000,3430305,1184751,5741
Array,399,1000,3500278,1259960,5501
Array,400,1000,3826809,1370366,9896
Array,401,1000,3357164,1181481,4673
Array,402,1000,4005847,1272430,4585
Array,403,1000,3171841,1394014,4852
Array,404,1000,3365238,1111932,4436
Array,405,1000,3390206,1165981,4550
Array,406,1000,3321404,1165125,38349
Array,407,1000,3312743,1220773,4781
Array,408,1000,3345392,1244089,4539
Array,409,1000,3767299,1150210,49803
Array,410,1000,3350509,1171174,4516
Array,411,1000,3407715,1179507,4621
Array,412,1000,3256511,1309803,4893
Array,413,1000,3374561,1251677,8372
Array,414,1000,3215850,1333187,60815
Array,415,1000,3263380,1204860,137323
Array,416,1000,3324166,1193654,4495
Array,417,1000,3410006,1208152,4518
Array,418,1000,3760171,1307205,5068
Array,419,1000,3552720,1278390,48005
Array,420,1000,3662752,1178078,56965
Array,421,1000,3161344,1602919,5211
Array,422,1000,3377035,1291051,4722
Array,423,1000,3505369,1183067,4868
Array,424,1000,3347124,1280563,51231
Array,425,1000,3669288,1161963,5027
Array,426,1000,3513288,1383636,5267
Array,427,1000,3763344,1536019,5496
Array,428,1000,3591128,1289893,8730
Array,429,1000,3288436,1375364,4634
Array,430,1000,3284081,1379441,4740
Array,431,1000,3345446,1234051,50861
Array,432,1000,3661452,1258955,5066
Array,433,1000,3323295,1329566,4715
Array,434,1000,3106925,1461043,4793
Array,435,1000,3327393,1324868,4762
Array,436,1000,3778765,1237634,4795
Array,437,1000,3342057,1356679,4584
Array,438,1000,3373260,1244263,4739
Array,439,1000,3450248,1286776,4769
Array,440,1000,3327222,1331679,4565
Array,441,1000,3387497,1498661,5132
Array,442,1000,3358654,1313586,4741
Array,443,1000,3222277,1455470,41139
Array,444,1000,3384241,1289212,4822
Array,445,1000,3689784,1324233,4985
Array,446,1000,3376934,1328604,4773
Array,447,1000,3485890,1281408,4721
Array,448,1000,3544075,1265588,4779
Array,449,1000,3364776,1359657,4811
Array,450,1000,3594119,1312638,10142
Array,451,1000,3558153,1312320,5097
Array,452,1000,3608525,1338842,4886
Array,453,1000,3496461,1320629,8301
Array,454,1000,3938592,1521664,5280
Array,455,1000,3305847,1395278,49907
Array,456,1000,3369584,1328538,4612
Array,457,1000,3469547,1327063,4750
Array,458,1000,3400077,1366672,4652
Array,459,1000,3433429,1297629,4363
Array,460,1000,3412514,1309113,4636
Array,461,1000,3495403,1301708,5063
Array,462,1000,3345883,1363518,4723
Array,463,1000,3854781,1446917,4791
Array,464,1000,3515349,1357410,5007
Array,465,1000,3347193,1409706,4561
Array,466,1000,3466970,1342855,4789
Array,467,1000,3413782,1303485,65076
Array,468,1000,3665536,1438240,5478
Array,469,1000,3554506,1366173,92535
Array,470,1000,3472112,1320873,4575
Array,471,1000,3457592,1382882,5338
Array,472,1000,3799209,1315259,120230
Array,473,1000,3563678,1406281,4858
Array,474,1000,3575171,1329634,4801
Array,475,1000,3502884,1290502,4581
Array,476,1000,3593102,1261773,4691
Array,477,1000,3458234,1445917,4818
Array,478,1000,3528569,1322398,4566
Array,479,1000,3590353,1303456,4715
Array,480,1000,3516612,1364461,61335
Array,481,1000,3411331,1599470,4945
Array,482,1000,3378061,1389858,5064
Array,483,1000,3579308,1269652,4454
Array,484,1000,3475953,1336857,51586
Array,485,1000,3566585,1355590,20079
Array,486,1000,3347489,1469106,4814
Array,487,1000,3698841,1373282,5350
Array,488,1000,3546557,1405863,5073
Array,489,1000,3856635,1578669,46111
Array,490,1000,3191912,1606632,4849
Array,491,1000,3625911,1294250,4500
Array,492,1000,3874931,1288845,5044
Array,493,1000,3610242,1352406,4792
Array,494,1000,3529281,1517812,5030
Array,495,1000,3472501,1490588,4790
Array,496,1000,3678555,1364919,4515
Array,497,1000,3628778,1432478,4856
Array,498,1000,3680781,1381719,4802
Array,499,1000,3720657,1374709,5023
Array,500,1000,3635331,1388223,4736
Array,501,1000,3758934,1415566,5126
Array,502,1000,3716754,1500475,5010
Array,503,1000,3786518,1446928,5101
Array,504,1000,3661565,1410314,4732
Array,505,1000,3519573,1510523,9549
Array,506,1000,4082317,1418863,4807
Array,507,1000,3678025,1395023,4868
Array,508,1000,4895314,1487134,5255
Array,509,1000,3779329,1457590,49798
Array,510,1000,3743193,1351659,66643
Array,511,1000,3638158,1439543,4901
Array,512,1000,3561715,1283011,51347
Array,513,1000,3650518,1454528,4616
Array,514,1000,4153140,1468863,4897
Array,515,1000,3643380,1506234,4771
Array,516,1000,3779165,1385858,4730
Array,517,1000,3474164,1667594,5154
Array,518,1000,3695547,1404128,4538
Array,519,1000,3724675,1458128,4895
Array,520,1000,3724531,1381141,4676
Array,521,1000,3810235,1421957,4955
Array,522,1000,4175540,1502110,5257
Array,523,1000,3825708,1419512,5144
Array,524,1000,3799219,1412647,4836
Array,525,1000,3965995,1450415,5809
Array,526,1000,3587253,1509217,5234
Array,527,1000,3614562,1463266,4860
Array,528,1000,3660753,1497612,13982
Array,529,1000,3973609,1384763,5034
Array,530,1000,4177635,1550303,5503
Array,531,1000,3787131,1455543,5213
Array,532,1000,3946178,1495222,5570
Array,533,1000,3753445,1483023,4893
Array,534,1000,3617880,1578933,5371
Array,535,1000,3874738,1472512,5272
Array,536,1000,3762597,1476409,5010
Array,537,1000,3602795,1547845,4907
Array,538,1000,4003965,1523730,4828
Array,539,1000,4019864,1353915,4753
Array,540,1000,115993023,1498258,61040
Array,541,1000,3439868,1599598,4895
Array,542,1000,3537280,1557401,4850
Array,543,1000,3534394,1548537,4892
Array,544,1000,3609864,1532009,4743
Array,545,1000,3487365,1665330,10089
Array,546,1000,3597875,1548113,4706
Array,547,1000,3643703,1480293,4843
Array,548,1000,3669608,1437538,4657
Array,549,1000,3587801,1545885,21407
Array,550,1000,3671566,1429525,5153
Array,551,1000,3683980,1515436,4810
Array,552,1000,3511404,1604970,4740
Array,553,1000,3721738,1740581,4861
Array,554,1000,3710287,1483261,4925
Array,555,1000,3669780,1553651,4823
Array,556,1000,3644799,1474035,4693
Array,557,1000,3606397,1589553,4801
Array,558,1000,3683408,1477559,4767
Array,559,1000,3574675,1580701,4707
Array,560,1000,3727808,1500585,5468
Array,561,1000,3988663,1610987,26581
Array,562,1000,3371772,1761312,4879
Array,563,1000,3581607,1546126,4808
Array,564,1000,3727039,1701970,37850
Array,565,1000,3709850,1490309,4605
Array,566,1000,3621928,1607276,5098
Array,567,1000,3552124,1861961,5797
Array,568,1000,3707312,1605675,5381
Array,569,1000,4080210,1696746,5689
Array,570,1000,4023591,1475305,5591
Array,571,1000,3737527,1670903,5165
Array,572,1000,3446599,1838968,15914
Array,573,1000,3538625,1647861,5382
Array,574,1000,3488629,1645929,4624
Array,575,1000,3740002,1556529,4750
Array,576,1000,3613979,1557582,4662
Array,577,1000,3882138,1722278,5048
Array,578,1000,3689240,1527125,4505
Array,579,1000,3570524,1678890,58532
Array,580,1000,3583426,1647440,4871
Array,581,1000,3655585,1582190,50485
Array,582,1000,3362280,1796296,4788
Array,583,1000,3606229,1679831,4900
Array,584,1000,3650267,1564612,4889
Array,585,1000,4198528,1611253,5093
Array,586,1000,3682836,1547143,4556
Array,587,1000,3636869,1612577,5215
Array,588,1000,3745289,1552721,4884
Array,589,1000,3659852,1643603,4849
Array,590,1000,3611778,1714719,4929
Array,591,1000,3628775,1645572,4839
Array,592,1000,3634287,1598531,4744
Array,593,1000,3676694,1999191,5267
Array,594,1000,3549191,1685567,4774
Array,595,1000,3618296,1606724,4637
Array,596,1000,3667113,1684678,5470
Array,597,1000,3739076,1547494,4750
Array,598,1000,3514039,1754687,44752
Array,599,1000,3546496,1739476,4875
Array,600,1000,3722787,1657854,5200
Array,601,1000,3718431,1909401,4962
Array,602,1000,3709719,1638648,4936
Array,603,1000,3837700,1526539,4937
Array,604,1000,3522952,1811793,5142
Array,605,1000,3738884,1554869,4791
Array,606,1000,3567288,1731884,4806
Array,607,1000,3680733,1689408,4651
Array,608,1000,3586563,1700346,52560
Array,609,1000,4052403,1821571,5078
Array,610,1000,3823849,1574430,4807
Array,611,1000,3765816,1568176,4533
Array,612,1000,3670435,1627937,4648
Array,613,1000,3519937,1775816,5045
Array,614,1000,3753648,1528845,5197
Array,615,1000,3481202,1844514,9189
Array,616,1000,68760939,1704299,4823
Array,617,1000,3590911,1752222,4813
Array,618,1000,4025091,1622807,5226
Array,619,1000,4141952,1561008,4893
Array,620,1000,3784567,1619699,4896
Array,621,1000,3872261,1785698,5787
Array,622,1000,4171014,1724944,4977
Array,623,1000,3746074,1549522,67015
Array,624,1000,3765985,1618070,4748
Array,625,1000,3688187,1663051,4717
Array,626,1000,3465124,1865947,50234
Array,627,1000,3922606,1635562,5068
Array,628,1000,3763907,1785795,5238
Array,629,1000,3861734,1690954,5516
Array,630,1000,4366611,1703391,5690
Array,631,1000,3659895,1812725,5322
Array,632,1000,3860751,1600962,39966
Array,633,1000,3715949,1762160,12713
Array,634,1000,3687568,1833462,5512
Array,635,1000,3773737,1569388,4818
Array,636,1000,3695199,1623180,51743
Array,637,1000,3646753,2042560,5118
Array,638,1000,3763147,1639821,4740
Array,639,1000,3635301,1696565,4839
Array,640,1000,3650352,1700722,4852
Array,641,1000,3808005,1628873,5469
Array,642,1000,3592918,1910134,5024
Array,643,1000,3868861,1730275,5700
Array,644,1000,3966166,1682988,5262
Array,645,1000,4064847,1884376,4994
Array,646,1000,3693872,1712770,41513
Array,647,1000,3752120,1749000,5940
Array,648,1000,3724291,1726899,5162
Array,649,1000,3912124,1652337,11559
Array,650,1000,3678601,1686734,4932
Array,651,1000,3772941,1691412,5049
Array,652,1000,3724029,1733982,5096
Array,653,1000,3961467,2010793,53353
Array,654,1000,3851934,1622388,4737
Array,655,1000,3889301,1662849,4881
Array,656,1000,3637008,1833101,4885
Array,657,1000,3585686,1823564,4963
Array,658,1000,3734071,1668221,4587
Array,659,1000,3495518,1876056,41863
Array,660,1000,4026139,1801183,4923
Array,661,1000,3675309,1751469,5032
Array,662,1000,3646812,1809904,9272
Array,663,1000,3690247,1709201,52206
Array,664,1000,3759046,1717661,4776
Array,665,1000,3947558,1645791,4738
Array,666,1000,3877237,1770441,5663
Array,667,1000,3892326,1691269,4894
Array,668,1000,4207598,1945190,5935
Array,669,1000,3808082,1721497,4922
Array,670,1000,3773711,1705461,4913
Array,671,1000,4349793,2061223,8906
Array,672,1000,3723856,1833232,54634
Array,673,1000,3564374,1986112,5289
Array,674,1000,3583829,1911670,28896
Array,675,1000,3944927,1922737,5035
Array,676,1000,3633084,1821253,4866
Array,677,1000,3579149,1852222,4934
Array,678,1000,3636819,1872593,4903
Array,679,1000,3815209,1727016,4785
Array,680,1000,3711175,1951074,5182
Array,681,1000,3764169,1765784,4976
Array,682,1000,3778242,1766816,5147
Array,683,1000,4107476,1871800,4888
Array,684,1000,3735081,1828109,4877
Array,685,1000,3557816,1908393,45779
Array,686,1000,3760269,1759902,5012
Array,687,1000,3791925,1844632,57792
Array,688,1000,3774448,1758812,5102
Array,689,1000,3938544,1869921,12279
Array,690,1000,3960944,1817691,4882
Array,691,1000,3712978,1962139,48023
Array,692,1000,3675216,1852018,4789
Array,693,1000,3804944,1876998,29872
Array,694,1000,3632256,1896450,51420
Array,695,1000,3940808,1602999,4739
Array,696,1000,3538622,1991887,4834
Array,697,1000,3936357,1690954,11366
Array,698,1000,4192138,1734291,51719
Array,699,1000,3727157,1898183,5095
Array,700,1000,3988894,1725283,4784
Array,701,1000,3935082,1807762,119763
Array,702,1000,3757674,1912241,91496
Array,703,1000,3599820,1990009,5048
Array,704,1000,3620462,2060291,5320
Array,705,1000,8422536,1831002,5454
Array,706,1000,3682509,2045876,5304
Array,707,1000,3852730,1922474,6215
Array,708,1000,3797424,1874525,5067
Array,709,1000,3976920,1834676,5371
Array,710,1000,3918772,2044630,5239
Array,711,1000,3719894,1879714,4913
Array,712,1000,4308923,1948363,5168
Array,713,1000,3844476,1754659,4868
Array,714,1000,3897166,1774403,5311
Array,715,1000,2573642,1693000,4449
Array,716,1000,1131329,1609575,8095
Array,717,1000,1153581,1660213,4780
Array,718,1000,1169677,1606351,9959
Array,719,1000,1152610,1605488,4517
Array,720,1000,1186819,1617955,4623
Array,721,1000,1127848,1604528,4493
Array,722,1000,1148619,1606373,4541
Array,723,1000,1153858,1622469,8098
Array,724,1000,1366790,1802102,4782
Array,725,1000,1183089,1661372,5094
Array,726,1000,1144358,1615387,4655
Array,727,1000,1134012,1605848,5929
Array,728,1000,1146252,1619995,4669
Array,729,1000,1159065,1621136,4552
Array,730,1000,1146428,1610802,4562
Array,731,1000,1135982,1617221,4497
Array,732,1000,1166771,1629555,4894
Array,733,1000,1151687,1624743,4652
Array,734,1000,1145495,1627605,4777
Array,735,1000,1154206,1633438,4593
Array,736,1000,1162687,1620319,4724
Array,737,1000,1146199,1620778,4509
Array,738,1000,1154086,1636647,4878
Array,739,1000,1395991,1775556,4616
Array,740,1000,1221752,1629217,4873
Array,741,1000,1176740,1637324,8729
Array,742,1000,1190187,1634448,4790
Array,743,1000,1170376,1629964,4721
Array,744,1000,1177945,1642132,4627
Array,745,1000,1162883,1628847,4611
Array,746,1000,1170600,1638969,4753
Array,747,1000,1193466,1639396,4645
Array,748,1000,1162623,1637073,4622
Array,749,1000,1173362,1640803,4683
