StructureName,ElementRange,SizeRange,InsertAverage,SearchAverage,DeleteAverage
HashMap,381,1000,188962,1291,1287
HashMap,382,1000,123133,1294,1290
HashMap,383,1000,166182,1300,1288
HashMap,384,1000,141997,1287,1284
HashMap,385,1000,151486,1297,1283
HashMap,386,1000,102595,1291,1291
HashMap,387,1000,177623,1275,1369
HashMap,388,1000,99700,1302,1282
HashMap,389,1000,110177,1275,1265
HashMap,390,1000,133517,1278,1287
HashMap,391,1000,98763,1282,1280
HashMap,392,1000,54789,46939,1285
HashMap,393,1000,95749,1282,1272
HashMap,394,1000,135117,1286,1284
HashMap,395,1000,91065,1280,1277
HashMap,396,1000,85287,1282,1279
HashMap,397,1000,134965,1277,1275
HashMap,398,1000,117124,1283,1276
HashMap,399,1000,143167,1272,1270
HashMap,400,1000,57176,1283,1280
HashMap,401,1000,140306,1296,1292
HashMap,402,1000,106829,1288,1282
HashMap,403,1000,176843,1275,1272
HashMap,404,1000,134774,1269,1267
HashMap,405,1000,118367,1279,1282
HashMap,406,1000,136466,1278,1278
HashMap,407,1000,83939,1278,1282
HashMap,408,1000,135704,1282,1275
HashMap,409,1000,146443,1288,1287
HashMap,410,1000,109677,1272,1280
HashMap,411,1000,136747,1286,1281
HashMap,412,1000,145110,1281,1288
HashMap,413,1000,122425,1290,1286
HashMap,414,1000,119215,1271,1266
HashMap,415,1000,148203,1280,1286
HashMap,416,1000,111400,1281,1266
HashMap,417,1000,159910,1286,1278
HashMap,418,1000,84785,1288,1301
HashMap,419,1000,219759,1290,1286
HashMap,420,1000,104524,1289,1294
HashMap,421,1000,130785,1297,1280
HashMap,422,1000,139753,1292,1292
HashMap,423,1000,129894,1285,1286
HashMap,424,1000,140804,1289,1291
HashMap,425,1000,146208,1289,1281
HashMap,426,1000,101359,1279,1272
HashMap,427,1000,94174,1281,1277
HashMap,428,1000,140826,1286,1278
HashMap,429,1000,168564,1283,1279
HashMap,430,1000,134507,1276,1272
HashMap,431,1000,200261,1300,1288
HashMap,432,1000,64836,1280,1291
HashMap,433,1000,181859,1285,1278
HashMap,434,1000,127482,1287,1285
HashMap,435,1000,189936,1288,1290
HashMap,436,1000,179168,1280,1276
HashMap,437,1000,137636,1288,1280
HashMap,438,1000,122121,1303,1434
HashMap,439,1000,160622,1289,1273
HashMap,440,1000,95491,1285,1275
HashMap,441,1000,119726,1289,1278
HashMap,442,1000,102524,1279,1276
HashMap,443,1000,161133,1300,1286
HashMap,444,1000,94908,1282,1274
HashMap,445,1000,216434,1286,1281
HashMap,446,1000,155019,1292,1283
HashMap,447,1000,141581,1283,1270
HashMap,448,1000,100233,1277,1271
HashMap,449,1000,159214,1297,1311
HashMap,450,1000,141047,1291,1278
HashMap,451,1000,61457,1292,1290
HashMap,452,1000,152516,1271,1274
HashMap,453,1000,145137,1286,1286
HashMap,454,1000,193074,1445,1293
HashMap,455,1000,74451,1292,1299
HashMap,456,1000,129950,1285,1287
HashMap,457,1000,141267,1286,1280
HashMap,458,1000,102057,1285,1282
HashMap,459,1000,66360,1294,1299
HashMap,460,1000,94330,1280,1276
HashMap,461,1000,135677,1289,1284
HashMap,462,1000,57431,1293,1276
HashMap,463,1000,162746,1289,1287
HashMap,464,1000,201725,1284,1285
HashMap,465,1000,142276,1302,1302
HashMap,466,1000,184949,1290,1289
HashMap,467,1000,116920,1298,1295
HashMap,468,1000,157720,1289,1293
HashMap,469,1000,159768,1276,1270
HashMap,470,1000,98678,1426,1273
HashMap,471,1000,194171,1283,1285
HashMap,472,1000,151351,1291,43341
HashMap,473,1000,118551,41036,1277
HashMap,474,1000,105051,1273,1269
HashMap,475,1000,137410,1292,1280
HashMap,476,1000,128843,1272,1267
HashMap,477,1000,130246,1269,1270
HashMap,478,1000,168759,1282,1281
HashMap,479,1000,144525,1290,1287
HashMap,480,1000,155221,1283,1276
HashMap,481,1000,106072,1273,1272
HashMap,482,1000,105340,1279,1276
HashMap,483,1000,186944,1291,1279
HashMap,484,1000,107975,1277,13668
HashMap,485,1000,140008,1280,1294
HashMap,486,1000,153462,1297,1287
HashMap,487,1000,146728,1289,1401
HashMap,488,1000,206983,1279,1271
HashMap,489,1000,159765,1282,1280
HashMap,490,1000,108670,1390,1298
HashMap,491,1000,141044,1291,1279
HashMap,492,1000,158440,1298,1287
HashMap,493,1000,156501,1304,1288
HashMap,494,1000,203390,1282,1282
HashMap,495,1000,112035,1274,1272
HashMap,496,1000,169157,1298,1289
HashMap,497,1000,196101,1280,1272
HashMap,498,1000,126575,1286,1294
HashMap,499,1000,181155,1281,1269
HashMap,500,1000,135673,1281,1285
HashMap,501,1000,152051,1296,1292
HashMap,502,1000,176451,1284,1307
HashMap,503,1000,171447,1288,1292
HashMap,504,1000,243824,1282,1279
HashMap,505,1000,125792,1262,1265
HashMap,506,1000,147104,1281,1282
HashMap,507,1000,131372,1269,1268
HashMap,508,1000,227629,1332,1283
HashMap,509,1000,138443,1279,1279
HashMap,510,1000,205401,1280,1280
HashMap,511,1000,187404,1276,1270
HashMap,512,1000,182619,1275,1277
HashMap,513,1000,218507,1270,1281
HashMap,514,1000,157771,1380,1266
HashMap,515,1000,241410,1276,1270
HashMap,516,1000,143782,1268,1267
HashMap,517,1000,219670,1276,1271
HashMap,518,1000,134847,1271,1276
HashMap,519,1000,173105,1284,1282
HashMap,520,1000,148771,1275,1278
HashMap,521,1000,156339,1326,1264
HashMap,522,1000,166871,1271,1272
HashMap,523,1000,188145,1289,1467
HashMap,524,1000,149149,1398,1284
HashMap,525,1000,129938,1287,1296
HashMap,526,1000,170832,1422,1275
HashMap,527,1000,167325,1450,1283
HashMap,528,1000,183517,1290,1286
HashMap,529,1000,219323,1410,1303
HashMap,530,1000,263099,1286,1273
HashMap,531,1000,222636,1285,1288
HashMap,532,1000,194476,1281,1284
HashMap,533,1000,165756,1290,1286
HashMap,534,1000,197763,1289,1278
HashMap,535,1000,118941,1271,1275
HashMap,536,1000,190779,1277,1273
HashMap,537,1000,162459,1268,1276
HashMap,538,1000,118981,1285,1277
HashMap,539,1000,165690,1280,1272
HashMap,540,1000,119542,1276,1263
HashMap,541,1000,209150,1290,1287
HashMap,542,1000,257413,1287,1286
HashMap,543,1000,203575,1592,1286
HashMap,544,1000,176104,1284,1285
HashMap,545,1000,201795,1281,1279
HashMap,546,1000,162831,1287,1280
HashMap,547,1000,187195,1279,1291
HashMap,548,1000,152215,1299,1293
HashMap,549,1000,131231,1296,41419
HashMap,550,1000,150701,1287,1274
HashMap,551,1000,235916,1280,1286
HashMap,552,1000,182287,1283,1275
HashMap,553,1000,209516,1279,1279
HashMap,554,1000,163982,1289,1282
HashMap,555,1000,171133,1273,1273
HashMap,556,1000,176410,1292,1286
HashMap,557,1000,124826,1274,1263
HashMap,558,1000,199820,1286,1280
HashMap,559,1000,263404,2701,1286
HashMap,560,1000,119334,1277,1266
HashMap,561,1000,210812,1286,1288
HashMap,562,1000,188565,1285,1284
HashMap,563,1000,167518,1283,1295
HashMap,564,1000,138796,1319,1340
HashMap,565,1000,202854,1279,1272
HashMap,566,1000,179766,1282,1287
HashMap,567,1000,252013,1342,1290
HashMap,568,1000,204964,1278,1269
HashMap,569,1000,229762,1285,1292
HashMap,570,1000,209689,1290,1330
HashMap,571,1000,196727,1294,1285
HashMap,572,1000,150857,1290,1280
HashMap,573,1000,144273,1280,1285
HashMap,574,1000,121181,71248,1275
HashMap,575,1000,178849,1274,1273
HashMap,576,1000,208536,1391,1282
HashMap,577,1000,208229,1282,1274
HashMap,578,1000,161468,1282,1274
HashMap,579,1000,167272,1304,1278
HashMap,580,1000,206062,1291,1286
HashMap,581,1000,189138,1309,1265
HashMap,582,1000,136642,1287,1284
HashMap,583,1000,170236,1292,1288
HashMap,584,1000,173056,1280,1284
HashMap,585,1000,167051,1428,1280
HashMap,586,1000,207374,1288,1287
HashMap,587,1000,312151,1288,1299
HashMap,588,1000,217552,1287,1291
HashMap,589,1000,179657,30015,1274
HashMap,590,1000,188707,1277,1277
HashMap,591,1000,222518,1281,1283
HashMap,592,1000,171656,1285,1279
HashMap,593,1000,158992,1290,1411
HashMap,594,1000,164412,1281,1284
HashMap,595,1000,274376,1287,1280
HashMap,596,1000,169977,1283,1284
HashMap,597,1000,169318,1281,1292
HashMap,598,1000,216628,1289,1280
HashMap,599,1000,133982,1278,1428
HashMap,600,1000,165261,1283,1299
HashMap,601,1000,134417,1280,1289
HashMap,602,1000,189208,1289,1298
HashMap,603,1000,157472,1295,1288
HashMap,604,1000,218629,1290,1295
HashMap,605,1000,162449,1281,1280
HashMap,606,1000,147158,1277,1285
HashMap,607,1000,211223,1282,1289
HashMap,608,1000,177672,1285,1284
HashMap,609,1000,158034,1271,1277
HashMap,610,1000,201127,1291,1288
HashMap,611,1000,183175,1294,1296
HashMap,612,1000,209787,1292,1284
HashMap,613,1000,160383,1707,1286
HashMap,614,1000,125718,1288,1288
HashMap,615,1000,181086,1501,1291
HashMap,616,1000,196309,1295,1283
HashMap,617,1000,238378,1289,1294
HashMap,618,1000,172503,1279,1286
HashMap,619,1000,172071,1280,1283
HashMap,620,1000,252486,1275,1281
HashMap,621,1000,167331,1281,1399
HashMap,622,1000,107636,1281,1286
HashMap,623,1000,232890,1281,1283
HashMap,624,1000,204033,1435,1277
HashMap,625,1000,227320,1281,1276
HashMap,626,1000,209569,1278,1277
HashMap,627,1000,224950,1279,1277
HashMap,628,1000,114148,1275,1277
HashMap,629,1000,103397,1266,1269
HashMap,630,1000,188703,1283,1300
HashMap,631,1000,167413,1285,1279
HashMap,632,1000,199330,1290,1290
HashMap,633,1000,170586,1290,1295
HashMap,634,1000,156452,1284,1281
HashMap,635,1000,201714,1298,1290
HashMap,636,1000,211656,1277,1302
HashMap,637,1000,182705,1299,1289
HashMap,638,1000,136565,1290,1314
HashMap,639,1000,139126,1278,1281
HashMap,640,1000,170725,1277,1273
HashMap,641,1000,167923,1279,1280
HashMap,642,1000,199885,1269,1261
HashMap,643,1000,188757,1272,1275
HashMap,644,1000,170257,1762,1271
HashMap,645,1000,225675,1284,1283
HashMap,646,1000,190787,1278,1278
HashMap,647,1000,270827,1284,1291
HashMap,648,1000,281596,1298,1293
HashMap,649,1000,268971,1291,1277
HashMap,650,1000,198025,1394,1291
HashMap,651,1000,310335,1276,1281
HashMap,652,1000,174685,1287,1287
HashMap,653,1000,177746,1283,1285
HashMap,654,1000,181583,1286,1288
HashMap,655,1000,173086,1278,1282
HashMap,656,1000,176534,1281,1276
HashMap,657,1000,215545,1273,1280
HashMap,658,1000,151380,1275,1290
HashMap,659,1000,197466,1273,1273
HashMap,660,1000,151609,1281,1280
HashMap,661,1000,136029,1281,1283
HashMap,662,1000,206439,1278,1279
HashMap,663,1000,139436,41419,1280
HashMap,664,1000,220832,1280,1278
HashMap,665,1000,221349,1276,1286
HashMap,666,1000,247798,1354,1284
HashMap,667,1000,194089,1280,1288
HashMap,668,1000,215882,1283,1288
HashMap,669,1000,138514,1286,1289
HashMap,670,1000,168188,1282,1283
HashMap,671,1000,243109,1279,1282
HashMap,672,1000,222513,1288,1320
HashMap,673,1000,246281,1279,1288
HashMap,674,1000,163515,1276,1275
HashMap,675,1000,193387,1297,1292
HashMap,676,1000,165959,1282,1280
HashMap,677,1000,217607,1286,1279
HashMap,678,1000,263648,1281,1282
HashMap,679,1000,173163,1290,1282
HashMap,680,1000,176224,1306,1313
HashMap,681,1000,227365,1286,1283
HashMap,682,1000,239997,1279,1281
HashMap,683,1000,192386,1280,1285
HashMap,684,1000,176653,1275,1276
HashMap,685,1000,184254,1284,1276
HashMap,686,1000,250481,1286,1278
HashMap,687,1000,232772,1287,1287
HashMap,688,1000,179133,1291,1284
HashMap,689,1000,176863,1273,1272
HashMap,690,1000,217042,1288,1290
HashMap,691,1000,252087,1561,1280
HashMap,692,1000,141308,1292,81564
HashMap,693,1000,212083,1279,1278
HashMap,694,1000,162944,1280,1273
HashMap,695,1000,219856,1292,1292
HashMap,696,1000,223320,1298,1296
HashMap,697,1000,216316,1419,1281
HashMap,698,1000,179197,1281,1276
HashMap,699,1000,181027,1284,1285
HashMap,700,1000,217285,1289,1292
HashMap,701,1000,183572,1292,1279
HashMap,702,1000,217820,1291,1283
HashMap,703,1000,139091,1375,1417
HashMap,704,1000,202274,1283,1282
HashMap,705,1000,263183,1301,1312
HashMap,706,1000,231388,1283,1281
HashMap,707,1000,198937,1284,1301
HashMap,708,1000,240343,1295,1295
HashMap,709,1000,233458,1295,1285
HashMap,710,1000,241427,1454,1281
HashMap,711,1000,268102,1283,1283
HashMap,712,1000,220870,1286,1288
HashMap,713,1000,234267,1291,1279
HashMap,714,1000,137709,1445,1296
HashMap,715,1000,100179,1281,1277
HashMap,716,1000,99579,1288,1319
HashMap,717,1000,193744,1279,1292
HashMap,718,1000,101184,1292,1292
HashMap,719,1000,100320,1287,1275
HashMap,720,1000,100522,1287,1288
HashMap,721,1000,101735,1282,1285
HashMap,722,1000,100198,1279,1275
HashMap,723,1000,101831,1289,1275
HashMap,724,1000,100301,1299,1283
HashMap,725,1000,101930,1288,1285
HashMap,726,1000,100824,1288,1291
HashMap,727,1000,101170,1284,1285
HashMap,728,1000,101957,1417,1295
HashMap,729,1000,137594,1288,1287
HashMap,730,1000,101276,1289,1311
HashMap,731,1000,100730,1281,1284
HashMap,732,1000,101942,1281,1282
